complemento/valorTotal,dets/0/prod/qCom,dets/0/prod/uCom,dets/0/prod/vProd,dets/0/prod/vUnCom,dets/0/prod/xProd,dets/1/prod/qCom,dets/1/prod/uCom,dets/1/prod/vProd,dets/1/prod/vUnCom,dets/1/prod/xProd,ide/dhEmi/$date,infAdic/infCpl,total/icmsTot/vDesc,total/icmsTot/vProd,total/icmsTot/vTotTrib,total/icmsTot/vnf,dets/2/prod/qCom,dets/2/prod/vProd,dets/2/prod/vUnCom,dets/2/prod/xProd,dets/3/prod/qCom,dets/3/prod/vProd,dets/3/prod/vUnCom,dets/3/prod/xProd,dets/4/prod/qCom,dets/4/prod/vProd
55.73,1,UN,3.5,3.5,AGUA,696,KG,47.74,68.6,BUFFET,2016-01-11T21:26:30.000Z,Mesa 28,0,55.74,5.74,55.74,1,4.5,4.5,REFRIGERANTE,,,,,,
89.55,2,UN,13,6.5,SUSHI ESPECIAL,1116,KG,76.55,68.6,BUFFET,2016-01-11T21:30:03.000Z,Mesa 43,0,89.55,9.29,89.55,,,,,,,,,,
17.28,252,KG,17.28,68.6,BUFFET,,,,,,2016-01-11T21:33:10.000Z,Mesa 73,0,17.28,0.73,17.28,,,,,,,,,,
68.4,1,UN,5,5,CERVEJA,764,KG,52.41,68.6,BUFFET,2016-01-11T21:34:38.000Z,Mesa 98,0,68.41,9.68,68.41,1,4.5,4.5,REFRIGERANTE,1,6.5,6.5,CERVEJA LATA,,
35.3,0.42,KG,28.81,68.6,BUFFET,1,UN,6.5,6.5,CERVEJA LATA,2016-01-11T21:35:38.000Z,Mesa 97,0,35.31,4.25,35.31,,,,,,,,,,
125,1,UN,4.9,4.9,SUCO,1,UN,6.5,6.5,SUSHI ESPECIAL,2016-01-11T21:39:55.000Z,Mesa 60,0,125.01,15.42,125.01,1,12.5,12.5,WHISKY,1474,101.11,68.6,BUFFET,,
82.16,1,UN,6,6,CERVEJA,0.95,KG,65.17,68.6,BUFFET,2016-01-11T21:42:28.000Z,Mesa 70,0,82.17,10.68,82.17,1,4.5,4.5,REFRIGERANTE,1,6.5,6.5,CERVEJA LATA,,
264.98,3,UN,10.5,3.5,CAFE EXPRESSO,2,UN,10,5,CERVEJA,2016-01-11T21:43:34.000Z,Mesa 33,0,265.04,30.9,265.04,2,11,5.5,CERVEJA,1,15,15,WHISKY,2,24
39.04,438,KG,30.04,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-11T21:44:31.000Z,Mesa 71,0,39.04,5.46,39.04,1,4.5,4.5,CERVEJA,,,,,,
127.95,1,UN,4.5,4.5,SUCO,2,UN,7,3.5,CAFE EXPRESSO,2016-01-11T21:45:33.000Z,Mesa 61,0,127.97,15.58,127.97,1,12.5,12.5,WHISKY,1.45,99.47,68.6,BUFFET,1,4.5
64.27,1,UN,3.5,3.5,AGUA,886,KG,60.77,68.6,BUFFET,2016-01-11T21:53:12.000Z,Mesa 51,0,64.27,4.18,64.27,,,,,,,,,,
120.39,1,UN,1,1,CHA,1,UN,6.5,6.5,SUSHI ESPECIAL,2016-01-11T21:54:17.000Z,Mesa 66,0,120.43,16.54,120.43,1,15,15,SAKE,1362,93.43,68.6,BUFFET,1,4.5
48.56,708,KG,48.56,68.6,BUFFET,,,,,,2016-01-11T21:54:33.000Z,Mesa 47,0,48.56,2.04,48.56,,,,,,,,,,
100.31,1.2,KG,82.32,68.6,BUFFET,4,UN,18,4.5,REFRIGERANTE,2016-01-11T21:54:52.000Z,Mesa 11,0,100.32,10.21,63.88,,,,,,,,,,
102.98,1.24,KG,84.99,68.6,BUFFET,4,UN,18,4.5,REFRIGERANTE,2016-01-11T21:54:59.000Z,Mesa 13,0,102.99,10.32,65.66,,,,,,,,,,
26.04,314,KG,21.54,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-11T21:58:05.000Z,Mesa 67,0,26.04,3,26.04,,,,,,,,,,
35.64,454,KG,31.14,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-11T21:58:48.000Z,Mesa 68,0,35.64,3.41,35.64,,,,,,,,,,
27.51,1,UN,3.5,3.5,AGUA,0.35,KG,24.01,68.6,BUFFET,2016-01-11T21:59:37.000Z,Mesa 69,0,27.51,2.64,27.51,,,,,,,,,,
50.46,0.67,KG,45.96,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-11T22:01:34.000Z,Mesa 75,0,50.46,4.03,50.46,,,,,,,,,,
52.96,1,UN,1,1,CHA,692,KG,47.47,68.6,BUFFET,2016-01-11T22:02:18.000Z,Mesa 58,0,52.97,4.56,52.97,1,4.5,4.5,REFRIGERANTE,,,,,,
52.88,1,UN,3.5,3.5,AGUA,0.72,KG,49.39,68.6,BUFFET,2016-01-11T22:23:43.000Z,Mesa 78,0,52.89,3.7,52.89,,,,,,,,,,
27.21,1,UN,6.5,6.5,SUSHI ESPECIAL,302,KG,20.71,68.6,BUFFET,2016-01-11T22:25:44.000Z,Mesa 77,0,27.21,3.91,27.21,,,,,,,,,,
32.61,286,KG,19.61,68.6,BUFFET,2,UN,13,6.5,CERVEJA LATA,2016-01-11T22:26:14.000Z,Mesa 76,0,32.61,6.89,32.61,,,,,,,,,,
73.96,1,UN,3.5,3.5,AGUA,896,KG,61.46,68.6,BUFFET,2016-01-12T12:04:12.000Z,Mesa 1,0,73.96,8.41,73.96,1,4.5,4.5,REFRIGERANTE,1,4.5,4.5,REFRIGERANTE,,
26.58,322,KG,22.08,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-12T12:15:39.000Z,Mesa 5,0,26.58,3.03,26.58,,,,,,,,,,
47.53,2,UN,7,3.5,AGUA,0.59,KG,40.53,68.6,BUFFET,2016-01-12T12:22:46.000Z,Mesa 15,0,47.53,4.32,30.52,,,,,,,,,,
53.61,716,KG,49.11,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-12T12:27:03.000Z,Mesa 3,0,53.61,4.16,53.61,,,,,,,,,,
62.62,1,UN,3.5,3.5,AGUA,862,KG,59.13,68.6,BUFFET,2016-01-12T12:27:49.000Z,Mesa 6,0,62.63,4.11,62.63,,,,,,,,,,
41.4,538,KG,36.9,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-12T12:28:03.000Z,Mesa 4,0,41.4,3.65,41.4,,,,,,,,,,
44.69,586,KG,40.19,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-12T12:33:40.000Z,Mesa 8,0,44.69,3.79,44.69,,,,,,,,,,
28.12,0.41,KG,28.12,68.6,BUFFET,,,,,,2016-01-12T12:39:14.000Z,Mesa 7,0,28.12,1.18,28.12,,,,,,,,,,
100.53,2,UN,7,3.5,AGUA,1298,KG,89.04,68.6,BUFFET,2016-01-12T12:51:18.000Z,Mesa 26,0,100.54,9.11,100.54,1,4.5,4.5,REFRIGERANTE,,,,,,
95.65,1,UN,3.5,3.5,AGUA,1278,KG,87.67,68.6,BUFFET,2016-01-12T12:53:03.000Z,Mesa 19,0,95.67,7.41,95.67,1,4.5,4.5,REFRIGERANTE,,,,,,
30.87,0.45,KG,30.87,68.6,BUFFET,,,,,,2016-01-12T12:53:40.000Z,Mesa 16,0,30.87,1.3,30.87,,,,,,,,,,
31.52,394,KG,27.02,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-12T12:54:53.000Z,Mesa 27,0,31.52,3.24,31.52,,,,,,,,,,
120.78,1,UN,3.5,3.5,AGUA,1.71,KG,117.3,68.6,BUFFET,2016-01-12T12:58:51.000Z,Mesa 30,0,120.8,6.56,120.8,,,,,,,,,,
37.7,484,KG,33.2,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-12T13:00:15.000Z,Mesa 22,0,37.7,3.49,37.7,,,,,,,,,,
27.51,1,UN,3.5,3.5,AGUA,0.35,KG,24.01,68.6,BUFFET,2016-01-12T13:00:23.000Z,Mesa 21,0,27.51,2.64,27.51,,,,,,,,,,
28.47,1,UN,3.5,3.5,AGUA,364,KG,24.97,68.6,BUFFET,2016-01-12T13:01:01.000Z,Mesa 23,0,28.47,2.68,28.47,,,,,,,,,,
29.84,1,UN,3.5,3.5,AGUA,384,KG,26.34,68.6,BUFFET,2016-01-12T13:02:36.000Z,Mesa 24,0,29.84,2.74,29.84,,,,,,,,,,
19.61,286,KG,19.61,68.6,BUFFET,,,,,,2016-01-12T13:03:01.000Z,Mesa 25,0,19.61,0.82,19.61,,,,,,,,,,
29.77,434,KG,29.77,68.6,BUFFET,,,,,,2016-01-12T13:07:19.000Z,Mesa 51,0,29.77,1.25,29.77,,,,,,,,,,
74.19,1016,KG,69.69,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-12T13:10:46.000Z,Mesa 33,0,74.19,5.03,74.19,,,,,,,,,,
21.26,0.31,KG,21.26,68.6,BUFFET,,,,,,2016-01-12T13:13:35.000Z,Mesa 40,0,21.26,0.89,21.26,,,,,,,,,,
72.35,1,UN,4.5,4.5,SUCO,858,KG,58.85,68.6,BUFFET,2016-01-12T13:18:29.000Z,Mesa 41,0,72.35,6.86,72.35,1,4.5,4.5,REFRIGERANTE,1,4.5,4.5,REFRIGERANTE,,
26.31,318,KG,21.81,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-12T13:20:13.000Z,Mesa 38,0,26.31,3.02,26.31,,,,,,,,,,
43.73,572,KG,39.23,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-12T13:20:26.000Z,Mesa 36,0,43.73,3.75,43.73,,,,,,,,,,
34.23,1,UN,3.5,3.5,AGUA,448,KG,30.73,68.6,BUFFET,2016-01-12T13:20:33.000Z,Mesa 35,0,34.23,2.92,34.23,,,,,,,,,,
28.92,356,KG,24.42,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-12T13:20:42.000Z,Mesa 37,0,28.92,3.13,28.92,,,,,,,,,,
84.67,1,UN,4.5,4.5,SUCO,1,UN,3.5,3.5,AGUA,2016-01-12T13:21:01.000Z,Mesa 46,0,84.69,5.04,84.69,1118,76.69,68.6,BUFFET,,,,,,
28.78,354,KG,24.28,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-12T13:21:09.000Z,Mesa 9,0,28.78,3.12,28.78,,,,,,,,,,
63.07,854,KG,58.58,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-12T13:22:12.000Z,Mesa 10,0,63.08,4.56,63.08,,,,,,,,,,
30.28,1,UN,6,6,CERVEJA,354,KG,24.28,68.6,BUFFET,2016-01-12T13:28:19.000Z,Mesa 53,0,30.28,3.82,30.28,,,,,,,,,,
65.56,1,UN,3.5,3.5,AGUA,0.81,KG,55.56,68.6,BUFFET,2016-01-12T13:29:01.000Z,Mesa 58,0,65.56,7,65.56,1,6.5,6.5,CERVEJA LATA,,,,,,
87.27,1,UN,9.8,9.8,CERVEJA LATA,1064,KG,72.99,68.6,BUFFET,2016-01-12T13:30:15.000Z,Mesa 47,0,87.29,7.84,87.29,1,4.5,4.5,SUCO,,,,,,
31.48,1,UN,3.5,3.5,AGUA,408,KG,27.98,68.6,BUFFET,2016-01-12T13:30:22.000Z,Mesa 57,0,31.48,2.81,31.48,,,,,,,,,,
99.63,1,UN,3.5,3.5,AGUA,1336,KG,91.64,68.6,BUFFET,2016-01-12T13:30:29.000Z,Mesa 29,0,99.64,7.58,99.64,1,4.5,4.5,REFRIGERANTE,,,,,,
32.69,1,UN,4.5,4.5,LIMONADA,0.41,KG,28.19,68.6,BUFFET,2016-01-12T13:30:38.000Z,Mesa 13,0,32.69,1.38,23.29,,,,,,,,,,
32.76,412,KG,28.26,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-12T13:30:45.000Z,Mesa 14,0,32.76,3.29,32.76,,,,,,,,,,
47.37,1,UN,3.5,3.5,AGUA,574,KG,39.37,68.6,BUFFET,2016-01-12T13:32:37.000Z,Mesa 44,0,47.37,5.38,47.37,1,4.5,4.5,REFRIGERANTE,,,,,,
90.55,1,UN,3.5,3.5,AGUA,3,UN,3,1,CHA,2016-01-12T13:33:18.000Z,Mesa 42,0,90.57,8.47,90.57,1.16,79.57,68.6,BUFFET,1,4.5,4.5,REFRIGERANTE,,
52.47,1,UN,3.5,3.5,AGUA,714,KG,48.98,68.6,BUFFET,2016-01-12T13:40:59.000Z,Mesa 60,0,52.48,3.69,52.48,,,,,,,,,,
58.57,854,KG,58.58,68.6,BUFFET,,,,,,2016-01-12T13:46:38.000Z,Mesa 59,0,58.58,2.46,58.58,,,,,,,,,,
45.88,1,UN,3.5,3.5,AGUA,618,KG,42.39,68.6,BUFFET,2016-01-12T13:57:07.000Z,Mesa 55,0,45.89,3.41,45.89,,,,,,,,,,
12.75,186,KG,12.75,68.6,BUFFET,,,,,,2016-01-12T14:01:32.000Z,Mesa 66,0,12.75,0.54,12.75,,,,,,,,,,
79.22,1,UN,3.5,3.5,AGUA,1104,KG,75.73,68.6,BUFFET,2016-01-12T14:01:59.000Z,Mesa 61,0,79.23,4.81,79.23,,,,,,,,,,
62.83,916,KG,62.83,68.6,BUFFET,,,,,,2016-01-12T14:02:10.000Z,Mesa 64,0,62.83,2.64,62.83,,,,,,,,,,
64.3,872,KG,59.81,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-12T14:02:19.000Z,Mesa 56,0,64.31,4.61,64.31,,,,,,,,,,
62.94,852,KG,58.44,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-12T14:07:22.000Z,Mesa 68,0,62.94,4.55,62.94,,,,,,,,,,
25.17,1,UN,3.5,3.5,AGUA,316,KG,21.67,68.6,BUFFET,2016-01-12T14:10:28.000Z,Mesa 17,0,25.17,2.54,25.17,,,,,,,,,,
21.71,1,UN,1,1,CHA,302,KG,20.71,68.6,BUFFET,2016-01-12T14:10:35.000Z,Mesa 18,0,21.71,1.34,21.71,,,,,,,,,,
74.29,952,KG,65.3,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-12T14:39:31.000Z,Mesa 77,0,74.3,6.94,74.3,1,4.5,4.5,CERVEJA,,,,,,
22.06,256,KG,17.56,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-12T15:06:37.000Z,Mesa 70,0,22.06,2.84,22.06,,,,,,,,,,
13.17,192,KG,13.17,68.6,BUFFET,,,,,,2016-01-12T15:15:58.000Z,Mesa 69,0,13.17,0.55,13.17,,,,,,,,,,
40.69,1,UN,4.5,4.5,SUCO,1,UN,3.5,3.5,AGUA,2016-01-12T15:16:21.000Z,Mesa 71,0,40.69,4.55,40.69,0.43,29.49,68.6,BUFFET,1,3.2,3.2,DOCINHOS,,
94.18,1,UN,4.5,4.5,SUCO,1242,KG,85.2,68.6,BUFFET,2016-01-12T15:16:31.000Z,Mesa 76,0,94.2,5.87,94.2,1,4.5,4.5,REFRIGERANTE,,,,,,
30.29,376,KG,25.79,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-12T15:16:53.000Z,Mesa 75,0,30.29,3.18,30.29,,,,,,,,,,
33.06,482,KG,33.06,68.6,BUFFET,,,,,,2016-01-12T15:17:08.000Z,Mesa 73,0,33.06,1.39,33.06,,,,,,,,,,
37.29,1,UN,3.5,3.5,AGUA,446,KG,30.59,68.6,BUFFET,2016-01-12T15:23:17.000Z,Mesa 72,0,37.29,4.41,37.29,1,3.2,3.2,DOCINHOS,,,,,,
35.37,0.45,KG,30.87,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-12T19:17:48.000Z,Mesa 4,0,35.37,3.4,35.37,,,,,,,,,,
19.89,0.29,KG,19.89,68.6,BUFFET,,,,,,2016-01-12T19:20:12.000Z,Mesa 7,0,19.89,0.84,19.89,,,,,,,,,,
24.11,286,KG,19.61,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-12T19:20:48.000Z,Mesa 8,0,24.11,2.92,24.11,,,,,,,,,,
37.18,542,KG,37.18,68.6,BUFFET,,,,,,2016-01-12T19:44:38.000Z,Mesa 26,0,37.18,1.56,37.18,,,,,,,,,,
39.23,572,KG,39.23,68.6,BUFFET,,,,,,2016-01-12T19:52:47.000Z,Mesa 35,0,39.23,1.65,39.23,,,,,,,,,,
44.17,644,KG,44.17,68.6,BUFFET,,,,,,2016-01-12T19:53:16.000Z,Mesa 36,0,44.17,1.86,44.17,,,,,,,,,,
245.09,2,UN,9.8,4.9,SUCO,3.17,KG,217.32,68.6,BUFFET,2016-01-12T20:03:36.000Z,Mesa 11,0,245.12,22.27,163.68,2,9,4.5,REFRIGERANTE,2,9,4.5,REFRIGERANTE,,
75.49,1,UN,3.5,3.5,AGUA,984,KG,67.5,68.6,BUFFET,2016-01-12T20:17:37.000Z,Mesa 18,0,75.5,6.57,75.5,1,4.5,4.5,REFRIGERANTE,,,,,,
64.99,882,KG,60.5,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-12T20:20:47.000Z,Mesa 21,0,65,4.64,65,,,,,,,,,,
49.01,1,UN,12,12,TEMAKI,1,UN,4.5,4.5,LIMONADA,2016-01-12T20:20:57.000Z,Mesa 13,0,49.01,2.05,38.17,0.47,32.51,68.6,BUFFET,,,,,,
54.57,0.73,KG,50.07,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-12T20:21:10.000Z,Mesa 1,0,54.57,4.2,54.57,,,,,,,,,,
24.53,292,KG,20.03,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-12T20:21:22.000Z,Mesa 5,0,24.53,2.94,24.53,,,,,,,,,,
41.23,1,UN,3.5,3.5,AGUA,0.55,KG,37.73,68.6,BUFFET,2016-01-12T20:21:53.000Z,Mesa 3,0,41.23,3.21,41.23,,,,,,,,,,
32.79,478,KG,32.79,68.6,BUFFET,,,,,,2016-01-12T20:22:27.000Z,Mesa 6,0,32.79,1.38,32.79,,,,,,,,,,
82.29,3,UN,3,1,CHA,1156,KG,79.3,68.6,BUFFET,2016-01-12T20:28:26.000Z,Mesa 24,0,82.3,4.73,82.3,,,,,,,,,,
28.53,416,KG,28.53,68.6,BUFFET,,,,,,2016-01-12T20:29:39.000Z,Mesa 76,0,28.53,1.2,28.53,,,,,,,,,,
66.64,906,KG,62.15,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-12T20:36:16.000Z,Mesa 33,0,66.65,4.71,66.65,,,,,,,,,,
57.42,706,KG,48.43,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-12T20:37:51.000Z,Mesa 41,0,57.43,6.23,57.43,1,4.5,4.5,CERVEJA,,,,,,
40.33,588,KG,40.33,68.6,BUFFET,,,,,,2016-01-12T20:39:44.000Z,Mesa 86,0,40.33,1.69,40.33,,,,,,,,,,
88.03,1,UN,3.5,3.5,AGUA,1.12,KG,76.83,68.6,BUFFET,2016-01-12T20:41:04.000Z,Mesa 40,0,88.03,8.45,88.03,1,4.5,4.5,REFRIGERANTE,1,3.2,3.2,DOCINHOS,,
85.37,2,UN,9,4.5,SUCO,1048,KG,71.89,68.6,BUFFET,2016-01-12T20:46:45.000Z,Mesa 27,0,85.39,5.5,85.39,1,4.5,4.5,REFRIGERANTE,,,,,,
38.96,568,KG,38.96,68.6,BUFFET,,,,,,2016-01-12T20:47:33.000Z,Mesa 37,0,38.96,1.64,38.96,,,,,,,,,,
83.29,1,UN,3.5,3.5,AGUA,1,UN,15,15,SAKE,2016-01-12T20:49:09.000Z,Mesa 19,0,83.31,15.99,83.31,786,53.91,68.6,BUFFET,1,4.5,4.5,REFRIGERANTE,2,6.4
28.37,1,UN,4.5,4.5,SUCO,348,KG,23.87,68.6,BUFFET,2016-01-12T21:00:25.000Z,Mesa 14,0,28.37,1.19,28.37,,,,,,,,,,
127.03,1,UN,20.9,20.9,SAKE,2,UN,9,4.5,SUCO,2016-01-12T21:01:39.000Z,Mesa 15,0,127.03,17.26,94.65,1.42,97.13,68.6,BUFFET,,,,,,
31.8,398,KG,27.3,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-12T21:04:35.000Z,Mesa 38,0,31.8,3.25,31.8,,,,,,,,,,
22.33,0.26,KG,17.83,68.6,BUFFET,1,UN,4.5,4.5,CERVEJA,2016-01-12T21:05:27.000Z,Mesa 53,0,22.33,2.85,22.33,,,,,,,,,,
20.78,1,UN,3.5,3.5,AGUA,252,KG,17.28,68.6,BUFFET,2016-01-12T21:07:15.000Z,Mesa 55,0,20.78,2.36,20.78,,,,,,,,,,
66.68,1,UN,6,6,CERVEJA LATA,0.79,KG,54.19,68.6,BUFFET,2016-01-12T21:08:12.000Z,Mesa 82,0,66.69,8.12,66.69,1,6.5,6.5,CERVEJA LATA,,,,,,
27.68,338,KG,23.18,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-12T21:08:28.000Z,Mesa 51,0,27.68,3.07,27.68,,,,,,,,,,
68.93,1,UN,14.4,14.4,TEMAKI,1,UN,4.5,4.5,SUCO,2016-01-12T21:13:22.000Z,Mesa 16,0,68.94,5.44,68.94,1,6,6,SOBREMESA,642,44.04,68.6,BUFFET,,
110.57,1284,KG,88.08,68.6,BUFFET,2,UN,9,4.5,REFRIGERANTE,2016-01-12T21:13:38.000Z,Mesa 75,0,110.58,14.21,110.58,3,13.5,4.5,REFRIGERANTE,,,,,,
51.09,1,UN,3.5,3.5,AGUA,694,KG,47.6,68.6,BUFFET,2016-01-12T21:13:51.000Z,Mesa 23,0,51.1,3.63,51.1,,,,,,,,,,
46.43,1,UN,3.5,3.5,AGUA,626,KG,42.94,68.6,BUFFET,2016-01-12T21:13:59.000Z,Mesa 22,0,46.44,3.43,46.44,,,,,,,,,,
39.84,1,UN,3.5,3.5,AGUA,0.53,KG,36.35,68.6,BUFFET,2016-01-12T21:14:09.000Z,Mesa 85,0,39.85,3.16,39.85,,,,,,,,,,
119.18,1,UN,3.5,3.5,AGUA,1,UN,6,6,SOBREMESA,2016-01-12T21:14:20.000Z,Mesa 17,0,119.19,20.09,119.19,1.22,83.69,68.6,BUFFET,4,26,6.5,CERVEJA LATA,,
114.59,1,UN,3.5,3.5,AGUA,1,UN,6,6,SOBREMESA,2016-01-12T21:38:09.000Z,Mesa 46,0,114.6,15.72,114.6,1296,88.9,68.6,BUFFET,2,13,6.5,CERVEJA LATA,1,3.2
121.54,2,UN,7,3.5,AGUA,2,UN,7,3.5,AGUA,2016-01-12T21:39:59.000Z,Mesa 28,0,121.56,11.06,121.56,1568,107.56,68.6,BUFFET,,,,,,
49.87,1,UN,20.9,20.9,SAKE,1,UN,1,1,CHA,2016-01-12T21:44:50.000Z,Mesa 10,0,49.88,11.41,49.88,408,27.98,68.6,BUFFET,,,,,,
17.63,1,UN,3.5,3.5,AGUA,206,KG,14.13,68.6,BUFFET,2016-01-12T21:47:19.000Z,Mesa 61,0,17.63,2.22,17.63,,,,,,,,,,
22.98,1,UN,3.5,3.5,AGUA,284,KG,19.48,68.6,BUFFET,2016-01-12T21:48:40.000Z,Mesa 64,0,22.98,2.45,22.98,,,,,,,,,,
62.84,1,UN,3.5,3.5,AGUA,734,KG,50.35,68.6,BUFFET,2016-01-12T21:49:45.000Z,Mesa 88,0,62.85,7.94,62.85,2,9,4.5,REFRIGERANTE,,,,,,
82.66,1074,KG,73.67,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-12T22:03:07.000Z,Mesa 43,0,82.67,7.29,82.67,1,4.5,4.5,REFRIGERANTE,,,,,,
138.44,2,UN,28.8,14.4,TEMAKI,1,UN,4.9,4.9,SUCO,2016-01-12T22:20:58.000Z,Mesa 68,0,138.46,11.72,138.46,1396,95.76,68.6,BUFFET,2,9,4.5,REFRIGERANTE,,
64.21,776,KG,53.23,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-12T22:21:14.000Z,Mesa 89,0,64.23,7.38,64.23,1,6.5,6.5,CERVEJA LATA,,,,,,
68.55,934,KG,64.07,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-12T22:22:01.000Z,Mesa 77,0,68.57,4.79,68.57,,,,,,,,,,
88.96,1166,KG,79.98,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-12T22:22:51.000Z,Mesa 81,0,88.98,7.56,88.98,1,4.5,4.5,REFRIGERANTE,,,,,,
91.29,2,UN,24,12,CAIPIRINHA,0.85,KG,58.31,68.6,BUFFET,2016-01-12T22:23:08.000Z,Mesa 60,0,91.31,17.86,91.31,2,9,4.5,REFRIGERANTE,,,,,,
29.78,1,UN,6,6,CERVEJA LATA,1,UN,6.5,6.5,SUSHI ESPECIAL,2016-01-12T22:24:59.000Z,Mesa 67,0,29.78,6.57,29.78,252,17.28,68.6,BUFFET,,,,,,
53.55,1,UN,20.9,20.9,SAKE,476,KG,32.65,68.6,BUFFET,2016-01-12T22:25:08.000Z,Mesa 80,0,53.55,11.13,53.55,,,,,,,,,,
29.74,368,KG,25.24,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-12T22:26:00.000Z,Mesa 63,0,29.74,3.16,29.74,,,,,,,,,,
24.14,352,KG,24.14,68.6,BUFFET,,,,,,2016-01-12T22:26:08.000Z,Mesa 58,0,24.14,1.01,24.14,,,,,,,,,,
133.19,1,UN,3.5,3.5,AGUA,3,UN,3,1,CHA,2016-01-12T22:26:17.000Z,Mesa 2,0,133.21,12.17,133.21,1716,117.71,68.6,BUFFET,2,9,4.5,REFRIGERANTE,,
20.43,298,KG,20.44,68.6,BUFFET,,,,,,2016-01-12T22:26:26.000Z,Mesa 59,0,20.44,0.86,20.44,,,,,,,,,,
36.71,1,UN,3.5,3.5,AGUA,372,KG,25.51,68.6,BUFFET,2016-01-12T22:26:52.000Z,Mesa 47,0,36.71,4.38,36.71,1,4.5,4.5,SUCO,1,3.2,3.2,DOCINHOS,,
80.63,1,UN,6.5,6.5,SUSHI ESPECIAL,1,UN,9.8,9.8,CERVEJA LATA,2016-01-12T22:27:00.000Z,Mesa 9,0,80.64,10.32,80.64,938,64.34,68.6,BUFFET,,,,,,
28.28,0.3,KG,20.58,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-12T22:27:57.000Z,Mesa 84,0,28.28,4.45,28.28,1,3.2,3.2,DOCINHOS,,,,,,
18.11,264,KG,18.11,68.6,BUFFET,,,,,,2016-01-12T23:17:57.000Z,Mesa 66,0,18.11,0.76,18.11,,,,,,,,,,
51.19,1,UN,20.9,20.9,SAKE,1,UN,4.5,4.5,LIMONADA,2016-01-12T23:19:10.000Z,Mesa 56,0,51.19,11.03,51.19,376,25.79,68.6,BUFFET,,,,,,
34.15,498,KG,34.16,68.6,BUFFET,,,,,,2016-01-12T23:20:26.000Z,Mesa 73,0,34.16,1.43,34.16,,,,,,,,,,
57.93,1,UN,20.9,20.9,SAKE,0.54,KG,37.04,68.6,BUFFET,2016-01-12T23:24:42.000Z,Mesa 30,0,57.94,11.32,57.94,,,,,,,,,,
48.33,1,UN,20.9,20.9,SAKE,0.4,KG,27.44,68.6,BUFFET,2016-01-12T23:25:32.000Z,Mesa 72,0,48.34,10.91,48.34,,,,,,,,,,
94.49,984,KG,67.5,68.6,BUFFET,3,UN,13.5,4.5,REFRIGERANTE,2016-01-13T12:22:13.000Z,Mesa 7,0,94.5,8.7,76.5,3,13.5,4.5,REFRIGERANTE,,,,,,
25.65,374,KG,25.65,68.6,BUFFET,,,,,,2016-01-13T12:22:28.000Z,Mesa 18,0,25.65,1.08,25.65,,,,,,,,,,
